sale_id,date_key,product_key,store_key,customer_key,quantity,unit_price,discount_pct,total_amount,payment_method
11441,20230705,11,8,336,2,8999.0,10,16198.2,Card
11442,20231212,20,4,95,2,500.0,5,950.0,EFT
11443,20220813,15,2,1767,4,449.0,0,1796.0,Card
11444,20230411,10,10,8,2,1599.0,10,2878.2,EFT
11445,20240301,9,4,4918,1,1299.0,10,1169.1,EFT
11446,20220513,16,1,758,4,295.0,0,1180.0,Card
11447,20230312,6,6,42,2,6299.0,0,12598.0,Cash
11448,20240708,5,7,2880,2,1799.0,15,3058.3,Card
11449,20240317,13,3,1592,3,2999.0,10,8097.3,Card
11450,20240523,2,3,613,3,27999.0,0,83997.0,Card
11451,20230305,6,1,4825,1,6299.0,20,5039.2,Card
11452,20230107,3,6,676,2,6499.0,0,12998.0,EFT
11453,20240730,15,1,4117,2,449.0,10,808.2,Card
11454,20240426,2,2,3719,3,27999.0,5,79797.15,Card
11455,20240126,11,9,56,3,8999.0,0,26997.0,Card
11456,20240120,1,3,398,3,12999.0,0,38997.0,EFT
11457,20230629,4,2,1553,1,11999.0,0,11999.0,Card
11458,20241006,7,9,3145,2,1899.0,0,3798.0,Cash
11459,20240924,5,6,2516,3,1799.0,15,4587.45,Cash
11460,20230319,8,2,3245,2,2299.0,0,4598.0,EFT
11461,20231002,4,9,1868,1,11999.0,0,11999.0,Card
11462,20230514,16,6,4909,2,295.0,5,560.5,Card
11463,20241123,2,3,3270,2,27999.0,0,55998.0,EFT
11464,20220529,6,5,4270,1,6299.0,0,6299.0,Cash
11465,20240225,4,8,226,3,11999.0,15,30597.45,Card
11466,20230609,14,2,1074,2,1399.0,10,2518.2,Card
11467,20231127,13,2,1795,2,2999.0,20,4798.4,Card
11468,20240722,14,5,3757,3,1399.0,0,4197.0,Card
11469,20221209,16,2,3697,5,295.0,0,1475.0,Cash
11470,20241126,15,7,1972,1,449.0,10,404.1,Card
11471,20230828,9,3,3181,3,1299.0,20,3117.6,Card
11472,20220226,7,5,2475,2,1899.0,0,3798.0,Card
11473,20240619,3,8,4530,2,6499.0,20,10398.4,Card
11474,20230607,11,6,2121,3,8999.0,0,26997.0,EFT
11475,20220828,10,6,2077,1,1599.0,0,1599.0,EFT
11476,20230322,9,6,2402,2,1299.0,0,2598.0,Card
11477,20230930,7,3,4198,1,1899.0,0,1899.0,Card
11478,20221217,18,6,3511,1,549.0,0,549.0,Card
11479,20231023,9,4,3152,2,1299.0,0,2598.0,Cash
11480,20240801,11,1,709,3,8999.0,15,22947.45,Card
11481,20231029,10,3,5000,1,1599.0,20,1279.2,EFT
11482,20221115,5,3,1291,3,1799.0,5,5127.15,Card
11483,20220210,7,9,3199,3,1899.0,0,5697.0,EFT
11484,20241024,18,6,2625,1,549.0,10,494.1,Card
11485,20240120,3,9,3970,3,6499.0,0,19497.0,Card
11486,20230421,15,1,2001,1,449.0,0,449.0,Card
11487,20231019,5,4,1114,3,1799.0,5,5127.15,Card
11488,20221220,18,4,2501,2,549.0,0,1098.0,Cash
11489,20220423,20,2,4130,2,500.0,0,1000.0,Card
11490,20240701,16,4,733,5,295.0,15,1253.75,Card
11491,20221231,2,6,3201,1,27999.0,5,26599.05,Card
11492,20241118,12,7,2084,1,11499.0,5,10924.05,EFT
11493,20221222,13,8,406,2,2999.0,0,5998.0,EFT
11494,20240609,8,6,1304,1,2299.0,10,2069.1,EFT
11495,20220510,13,9,4852,1,2999.0,0,2999.0,Card
11496,20231201,1,7,2880,3,12999.0,0,38997.0,Card
11497,20240128,16,7,3551,4,295.0,0,1180.0,Card
11498,20240907,12,5,404,1,11499.0,0,11499.0,Card
11499,20230908,5,8,513,2,1799.0,20,2878.4,EFT
11500,20230505,16,4,3717,5,295.0,0,1475.0,Card
11501,20230627,4,6,4965,2,11999.0,10,21598.2,Card
11502,20240310,7,7,857,3,1899.0,0,5697.0,EFT
11503,20220922,18,4,3533,1,549.0,0,549.0,Card
11504,20221119,5,10,4610,1,1799.0,0,1799.0,Cash
11505,20220419,12,9,4936,2,11499.0,5,21848.1,Cash
11506,20231012,8,1,2436,1,2299.0,0,2299.0,Card
11507,20220628,14,3,4445,2,1399.0,0,2798.0,Card
11508,20231022,6,5,2101,3,6299.0,10,17007.3,EFT
11509,20241129,20,4,2966,1,500.0,5,475.0,Cash
11510,20230105,2,8,2563,2,27999.0,0,55998.0,EFT
11511,20230414,2,10,1,1,27999.0,0,27999.0,Card
11512,20241109,1,1,3661,1,12999.0,0,12999.0,Card
11513,20221125,14,3,4980,1,1399.0,10,1259.1,Cash
11514,20240214,17,1,1085,1,695.0,0,695.0,Cash
11515,20240726,6,1,19,2,6299.0,5,11968.1,Cash
11516,20231231,12,5,1691,2,11499.0,0,22998.0,Card
11517,20220108,7,7,2923,1,1899.0,0,1899.0,EFT
11518,20241027,6,1,4134,2,6299.0,0,12598.0,Card
11519,20220409,11,5,2398,3,8999.0,0,26997.0,Card
11520,20230331,8,6,1396,3,2299.0,10,6207.3,Card
11521,20231004,15,8,2867,3,449.0,5,1279.65,Card
11522,20221201,6,2,3305,3,6299.0,10,17007.3,Card
11523,20220814,4,7,3181,2,11999.0,0,23998.0,Cash
11524,20240306,8,2,2199,3,2299.0,10,6207.3,EFT
11525,20220304,18,1,2661,1,549.0,20,439.2,Card
11526,20240801,7,6,3030,3,1899.0,20,4557.6,Card
11527,20240829,1,6,4413,3,12999.0,5,37047.15,Card
11528,20231019,13,2,2550,1,2999.0,15,2549.15,Cash
11529,20241026,10,3,3896,1,1599.0,15,1359.15,Card
11530,20220626,4,10,3175,1,11999.0,5,11399.05,Card
11531,20230712,6,8,4048,2,6299.0,0,12598.0,EFT
11532,20240217,1,6,4827,3,12999.0,10,35097.3,Cash
11533,20221225,19,1,746,1,49.0,15,41.65,Card
11534,20221110,1,6,864,3,12999.0,0,38997.0,EFT
11535,20240513,1,6,1748,1,12999.0,20,10399.2,Card
11536,20220820,15,8,1353,5,449.0,10,2020.5,Card
11537,20240904,11,9,2089,2,8999.0,0,17998.0,Card
11538,20231220,18,8,2747,3,549.0,0,1647.0,Card
11539,20220726,16,8,656,4,295.0,15,1003.0,EFT
11540,20231003,6,6,3318,1,6299.0,0,6299.0,Card
11541,20240103,7,2,3321,2,1899.0,0,3798.0,Card
11542,20230820,7,10,2251,3,1899.0,0,5697.0,Card
11543,20230812,6,1,928,2,6299.0,20,10078.4,EFT
11544,20230926,9,1,49,3,1299.0,0,3897.0,Card
11545,20240205,15,3,4428,5,449.0,0,2245.0,EFT
11546,20240309,10,6,4732,3,1599.0,10,4317.3,Card
11547,20220313,9,4,4530,2,1299.0,0,2598.0,Card
11548,20240717,6,6,274,2,6299.0,5,11968.1,Card
11549,20220126,1,9,188,3,12999.0,5,37047.15,Card
11550,20241028,13,6,1982,3,2999.0,0,8997.0,EFT
11551,20241224,3,2,3147,1,6499.0,5,6174.05,Card
11552,20230113,18,3,1953,1,549.0,10,494.1,Card
11553,20220609,16,5,2845,1,295.0,0,295.0,Card
11554,20231104,14,4,740,1,1399.0,0,1399.0,Card
11555,20240625,2,4,2992,3,27999.0,10,75597.3,Card
11556,20230523,7,6,4777,1,1899.0,10,1709.1,EFT
11557,20230825,16,1,3268,4,295.0,10,1062.0,Card
11558,20220829,9,4,4558,2,1299.0,20,2078.4,Cash
11559,20221212,4,3,2927,3,11999.0,20,28797.6,Cash
11560,20231228,5,4,3483,2,1799.0,0,3598.0,Card
11561,20231121,12,6,3573,3,11499.0,0,34497.0,Card
11562,20220118,7,4,3015,2,1899.0,10,3418.2,Card
11563,20231221,2,5,1725,3,27999.0,0,83997.0,Card
11564,20240301,4,8,4357,2,11999.0,15,20398.3,Card
11565,20230511,19,6,4293,5,49.0,15,208.25,Card
11566,20230220,3,7,2721,3,6499.0,15,16572.45,Card
11567,20230827,13,9,2184,2,2999.0,0,5998.0,Card
11568,20220526,6,4,3583,2,6299.0,0,12598.0,Card
11569,20241215,3,10,2170,1,6499.0,10,5849.1,Card
11570,20240325,1,5,4614,3,12999.0,0,38997.0,Card
11571,20240307,8,7,2509,1,2299.0,0,2299.0,Card
11572,20230106,3,1,1817,2,6499.0,20,10398.4,Cash
11573,20230819,17,6,1741,1,695.0,0,695.0,Cash
11574,20230501,5,1,2526,1,1799.0,0,1799.0,EFT
11575,20241005,8,8,4751,2,2299.0,0,4598.0,Card
11576,20240209,16,8,962,1,295.0,5,280.25,Card
11577,20231212,14,5,3604,1,1399.0,5,1329.05,Card
11578,20240419,3,8,4829,3,6499.0,15,16572.45,Card
11579,20240102,8,10,2006,1,2299.0,0,2299.0,Card
11580,20241130,18,10,4988,1,549.0,0,549.0,Card
11581,20240623,20,5,3955,2,500.0,0,1000.0,Card
11582,20241014,6,1,3089,3,6299.0,10,17007.3,Card
11583,20220629,10,8,3337,3,1599.0,10,4317.3,Cash
11584,20240829,2,9,4790,3,27999.0,15,71397.45,Card
11585,20231022,16,8,3655,5,295.0,0,1475.0,Card
11586,20240714,3,8,3870,1,6499.0,0,6499.0,Card
11587,20240204,16,3,2373,2,295.0,0,590.0,EFT
11588,20220819,7,10,2611,2,1899.0,0,3798.0,Cash
11589,20240523,2,7,1508,1,27999.0,10,25199.1,Card
11590,20240403,9,6,2592,3,1299.0,5,3702.15,EFT
11591,20221217,11,5,2180,1,8999.0,0,8999.0,EFT
11592,20230815,8,4,1095,2,2299.0,20,3678.4,Card
11593,20230305,12,7,2016,1,11499.0,0,11499.0,Card
11594,20221212,9,7,138,3,1299.0,15,3312.45,Card
11595,20230419,6,2,2878,2,6299.0,0,12598.0,Cash
11596,20220124,2,5,1898,3,27999.0,0,83997.0,Card
11597,20241107,16,5,4949,2,295.0,10,531.0,Cash
11598,20231231,18,6,4429,1,549.0,0,549.0,Card
11599,20240824,3,6,2356,3,6499.0,0,19497.0,Cash
11600,20230828,2,1,3343,3,27999.0,10,75597.3,Cash
11601,20240403,6,2,2514,1,6299.0,0,6299.0,Card
11602,20230224,4,7,1726,2,11999.0,10,21598.2,Card
11603,20230203,15,2,1413,5,449.0,10,2020.5,Card
11604,20241224,3,2,1401,2,6499.0,0,12998.0,Card
11605,20220706,8,6,3431,3,2299.0,20,5517.6,EFT
11606,20231213,2,6,2080,2,27999.0,20,44798.4,Card
11607,20220830,3,3,1887,3,6499.0,0,19497.0,EFT
11608,20241206,6,9,3826,2,6299.0,0,12598.0,EFT
11609,20221226,14,5,1354,3,1399.0,5,3987.15,Card
11610,20230610,7,8,4299,1,1899.0,15,1614.15,Card
11611,20240801,5,2,1207,2,1799.0,5,3418.1,EFT
11612,20230719,18,4,75,2,549.0,20,878.4,EFT
11613,20241116,16,7,3623,2,295.0,0,590.0,Card
11614,20231221,10,6,4174,3,1599.0,0,4797.0,Card
11615,20231120,4,5,4064,1,11999.0,0,11999.0,EFT
11616,20230622,6,6,2805,2,6299.0,10,11338.2,Card
11617,20231230,2,3,521,3,27999.0,20,67197.6,Card
11618,20220410,10,10,2961,1,1599.0,0,1599.0,Cash
11619,20230723,5,3,4326,3,1799.0,20,4317.6,Card
11620,20240330,6,9,1246,3,6299.0,5,17952.15,Card
11621,20220729,1,3,3222,1,12999.0,5,12349.05,Cash
11622,20230109,20,3,1750,2,500.0,0,1000.0,EFT
11623,20230828,6,10,4361,3,6299.0,10,17007.3,Card
11624,20230602,14,7,476,2,1399.0,0,2798.0,Card
11625,20240626,10,1,3512,1,1599.0,10,1439.1,Card
11626,20241009,8,4,3913,2,2299.0,0,4598.0,EFT
11627,20220616,12,10,1308,1,11499.0,15,9774.15,Card
11628,20220505,14,4,1713,1,1399.0,20,1119.2,Card
11629,20230709,8,2,277,1,2299.0,0,2299.0,Card
11630,20240115,4,8,3015,2,11999.0,15,20398.3,EFT
11631,20240915,5,5,1177,2,1799.0,0,3598.0,Cash
11632,20240123,1,6,704,1,12999.0,10,11699.1,Card
11633,20231117,8,7,4250,1,2299.0,20,1839.2,EFT
11634,20241031,17,7,457,1,695.0,0,695.0,Card
11635,20221224,17,2,3449,1,695.0,0,695.0,Card
11636,20231116,16,7,3935,3,295.0,5,840.75,Cash
11637,20240917,16,4,3835,3,295.0,0,885.0,Cash
11638,20220628,14,2,2208,3,1399.0,15,3567.45,Card
11639,20220429,3,1,1491,3,6499.0,10,17547.3,Card
11640,20241225,1,3,628,3,12999.0,0,38997.0,Card
11641,20220711,7,9,3086,1,1899.0,10,1709.1,Card
11642,20240624,5,3,3451,3,1799.0,20,4317.6,Card
11643,20220911,2,3,1338,3,27999.0,0,83997.0,EFT
11644,20241210,10,4,2427,3,1599.0,0,4797.0,Card
11645,20221228,4,7,4970,2,11999.0,10,21598.2,Cash
11646,20230114,6,7,4152,2,6299.0,0,12598.0,Card
11647,20230308,8,7,3841,2,2299.0,15,3908.3,Card
11648,20240329,10,1,640,2,1599.0,20,2558.4,EFT
11649,20231208,8,4,2243,2,2299.0,10,4138.2,Card
11650,20230623,16,3,1695,5,295.0,5,1401.25,Card
11651,20241028,5,10,655,3,1799.0,10,4857.3,EFT
11652,20221122,7,9,75,3,1899.0,0,5697.0,Card
11653,20230714,8,5,4532,1,2299.0,0,2299.0,Card
11654,20230105,3,7,2248,2,6499.0,0,12998.0,Card
11655,20241122,13,3,333,3,2999.0,0,8997.0,Card
11656,20231102,15,2,1209,5,449.0,10,2020.5,Cash
11657,20230809,5,4,4922,1,1799.0,10,1619.1,Card
11658,20220108,15,2,2933,4,449.0,10,1616.4,Card
11659,20220402,11,3,4716,1,8999.0,10,8099.1,Cash
11660,20221121,12,2,3241,3,11499.0,5,32772.15,EFT
11661,20240215,3,2,459,1,6499.0,15,5524.15,Card
11662,20241008,15,2,1088,5,449.0,0,2245.0,Card
11663,20220726,8,1,3543,3,2299.0,0,6897.0,Card
11664,20220318,3,8,3832,1,6499.0,10,5849.1,Card
11665,20220508,5,2,2552,3,1799.0,5,5127.15,EFT
11666,20240401,6,6,3277,1,6299.0,10,5669.1,Card
11667,20230412,14,5,3436,2,1399.0,0,2798.0,Card
11668,20240919,11,4,3080,2,8999.0,0,17998.0,Card
11669,20240810,16,4,1608,3,295.0,10,796.5,Card
11670,20220519,4,5,3555,2,11999.0,10,21598.2,Card
11671,20231118,20,4,1220,1,500.0,0,500.0,Card
11672,20221218,3,10,2086,3,6499.0,10,17547.3,Card
11673,20240620,9,4,683,1,1299.0,15,1104.15,Card
11674,20230331,9,5,3866,2,1299.0,20,2078.4,EFT
11675,20240422,2,2,1449,2,27999.0,5,53198.1,Card
11676,20240103,13,3,1776,3,2999.0,0,8997.0,Card
11677,20220818,12,6,4912,3,11499.0,0,34497.0,Card
11678,20231029,2,10,3025,1,27999.0,0,27999.0,Card
11679,20240310,1,7,3367,2,12999.0,10,23398.2,Card
11680,20230717,4,9,3246,3,11999.0,5,34197.15,Card
11681,20240424,2,3,4883,3,27999.0,0,83997.0,Card
11682,20220620,4,6,932,3,11999.0,0,35997.0,Card
11683,20220330,16,4,4458,2,295.0,15,501.5,Card
11684,20240418,1,9,4677,1,12999.0,20,10399.2,EFT
11685,20221112,14,8,1096,2,1399.0,0,2798.0,Card
11686,20230413,9,8,4966,2,1299.0,0,2598.0,Card
11687,20220412,11,4,1228,2,8999.0,5,17098.1,Card
11688,20220812,11,1,3307,1,8999.0,0,8999.0,Card
11689,20221212,14,3,3149,2,1399.0,0,2798.0,Card
11690,20240131,4,9,305,1,11999.0,5,11399.05,EFT
11691,20220215,4,3,260,2,11999.0,10,21598.2,Card
11692,20240616,10,7,519,3,1599.0,5,4557.15,Card
11693,20221126,11,1,598,3,8999.0,5,25647.15,Card
11694,20230818,13,1,4808,1,2999.0,0,2999.0,Card
11695,20240512,9,3,1578,2,1299.0,20,2078.4,Card
11696,20221119,11,4,1808,3,8999.0,0,26997.0,Cash
11697,20231026,9,6,172,2,1299.0,5,2468.1,Card
11698,20240525,2,2,814,1,27999.0,10,25199.1,Cash
11699,20240901,4,8,427,1,11999.0,0,11999.0,Card
11700,20241218,9,5,694,2,1299.0,20,2078.4,Card
11701,20231204,10,8,3607,2,1599.0,0,3198.0,Cash
11702,20241126,9,5,680,3,1299.0,15,3312.45,EFT
11703,20241102,12,6,1484,3,11499.0,15,29322.45,Card
11704,20220122,16,8,4081,2,295.0,10,531.0,Card
11705,20230605,3,6,2897,3,6499.0,0,19497.0,Card
11706,20240106,20,1,1643,1,500.0,0,500.0,Card
11707,20231222,12,7,2221,3,11499.0,0,34497.0,Card
11708,20221122,10,6,2273,1,1599.0,20,1279.2,Card
11709,20221113,3,3,1982,3,6499.0,20,15597.6,Card
11710,20240428,19,3,1221,3,49.0,0,147.0,EFT
11711,20221104,8,4,2722,3,2299.0,5,6552.15,Card
11712,20240215,4,4,2583,1,11999.0,15,10199.15,Card
11713,20221223,10,4,1140,3,1599.0,0,4797.0,Card
11714,20241206,4,5,1853,1,11999.0,0,11999.0,Card
11715,20230919,8,4,991,3,2299.0,10,6207.3,EFT
11716,20220318,3,8,1568,3,6499.0,0,19497.0,Card
11717,20231108,4,6,316,1,11999.0,0,11999.0,Card
11718,20230121,3,7,1424,3,6499.0,15,16572.45,Card
11719,20231223,6,5,366,2,6299.0,5,11968.1,Cash
11720,20220920,14,5,3266,1,1399.0,0,1399.0,Card
11721,20220121,18,5,3233,3,549.0,0,1647.0,Card
11722,20230503,10,7,4106,1,1599.0,0,1599.0,Card
11723,20231206,8,7,328,2,2299.0,10,4138.2,Card
11724,20241023,4,4,692,2,11999.0,0,23998.0,Card
11725,20240710,4,8,1325,2,11999.0,0,23998.0,Card
11726,20240414,16,3,982,1,295.0,15,250.75,Card
11727,20240528,16,3,1511,3,295.0,0,885.0,Cash
11728,20221217,17,9,884,3,695.0,0,2085.0,Card
11729,20231111,5,5,1989,3,1799.0,10,4857.3,Cash
11730,20240429,8,7,3713,2,2299.0,0,4598.0,Card
11731,20240921,18,1,4085,2,549.0,0,1098.0,Cash
11732,20221025,15,7,1269,2,449.0,20,718.4,Card
11733,20220812,16,1,4788,3,295.0,15,752.25,EFT
11734,20240411,15,3,2930,3,449.0,0,1347.0,Card
11735,20231230,2,4,3999,2,27999.0,15,47598.3,EFT
11736,20221017,4,2,2887,3,11999.0,5,34197.15,Cash
11737,20221009,2,9,4664,1,27999.0,10,25199.1,Card
11738,20220220,3,3,4035,3,6499.0,0,19497.0,Cash
11739,20221123,12,5,1319,1,11499.0,10,10349.1,Card
11740,20231128,2,9,2012,3,27999.0,20,67197.6,Card
11741,20220222,15,6,687,1,449.0,20,359.2,EFT
11742,20230809,16,3,3597,1,295.0,20,236.0,EFT
11743,20230808,17,8,1321,3,695.0,0,2085.0,Card
11744,20240621,2,7,3884,2,27999.0,20,44798.4,Card
11745,20221013,10,8,1012,1,1599.0,15,1359.15,Card
11746,20240706,1,4,2357,3,12999.0,5,37047.15,EFT
11747,20221028,11,2,1112,2,8999.0,0,17998.0,Card
11748,20240920,8,3,357,1,2299.0,5,2184.05,Card
11749,20221226,13,2,1662,2,2999.0,10,5398.2,Card
11750,20240421,12,3,1626,2,11499.0,0,22998.0,Card
11751,20231128,6,8,2877,3,6299.0,5,17952.15,Cash
11752,20230704,1,2,2499,3,12999.0,20,31197.6,Card
11753,20220120,6,1,303,1,6299.0,0,6299.0,Card
11754,20231110,6,4,3369,1,6299.0,0,6299.0,Card
11755,20231107,8,3,3403,3,2299.0,0,6897.0,EFT
11756,20230419,10,3,3668,3,1599.0,15,4077.45,Card
11757,20230106,14,9,4419,2,1399.0,0,2798.0,Card
11758,20231023,9,8,2569,1,1299.0,15,1104.15,Card
11759,20230731,4,3,2634,3,11999.0,0,35997.0,Card
11760,20220218,5,2,353,3,1799.0,0,5397.0,Card
11761,20240109,11,5,2122,1,8999.0,20,7199.2,Card
11762,20220720,9,4,4517,3,1299.0,0,3897.0,Cash
11763,20230319,11,1,396,2,8999.0,0,17998.0,Card
11764,20231107,3,8,3276,1,6499.0,5,6174.05,Cash
11765,20221129,14,4,4093,2,1399.0,5,2658.1,Card
11766,20230529,4,5,553,3,11999.0,10,32397.3,Card
11767,20240325,8,2,3376,1,2299.0,0,2299.0,EFT
11768,20230311,13,5,3155,2,2999.0,0,5998.0,EFT
11769,20240425,6,8,2986,2,6299.0,10,11338.2,Cash
11770,20230414,15,7,4730,3,449.0,0,1347.0,EFT
11771,20241113,12,10,1489,2,11499.0,0,22998.0,Card
11772,20220727,15,5,4295,3,449.0,10,1212.3,Card
11773,20220730,2,1,2855,1,27999.0,15,23799.15,Card
11774,20240407,9,3,4017,1,1299.0,0,1299.0,Card
11775,20241017,7,7,2588,1,1899.0,0,1899.0,Card
11776,20241129,19,2,1123,2,49.0,0,98.0,Card
11777,20241207,2,4,2862,1,27999.0,0,27999.0,Card
11778,20231206,11,3,4446,1,8999.0,0,8999.0,Card
11779,20231204,19,1,4821,1,49.0,10,44.1,Cash
11780,20241122,3,8,2050,3,6499.0,10,17547.3,Cash
11781,20230628,15,10,3070,5,449.0,0,2245.0,Card
11782,20220616,4,1,741,1,11999.0,5,11399.05,Card
11783,20230818,19,2,3144,3,49.0,10,132.3,Card
11784,20221016,11,4,4637,3,8999.0,20,21597.6,Card
11785,20230520,4,5,3105,2,11999.0,20,19198.4,Card
11786,20220907,20,8,1062,3,500.0,0,1500.0,Card
11787,20241218,3,5,937,1,6499.0,0,6499.0,EFT
11788,20241203,12,6,4924,2,11499.0,0,22998.0,Card
11789,20230425,16,9,3461,1,295.0,0,295.0,EFT
11790,20241030,8,3,2818,2,2299.0,10,4138.2,Card
11791,20231219,4,4,3113,2,11999.0,0,23998.0,Card
11792,20240611,3,7,1556,3,6499.0,10,17547.3,Card
11793,20230703,2,1,3777,3,27999.0,5,79797.15,Card
11794,20230805,12,1,555,2,11499.0,0,22998.0,EFT
11795,20220227,9,4,3389,2,1299.0,0,2598.0,Card
11796,20230301,12,2,3928,2,11499.0,0,22998.0,Cash
11797,20220729,16,3,3614,4,295.0,5,1121.0,Card
11798,20240419,20,2,4147,2,500.0,0,1000.0,Card
11799,20230607,14,3,4735,1,1399.0,0,1399.0,Card
11800,20240629,10,4,3809,3,1599.0,0,4797.0,Card
11801,20240304,13,7,4273,3,2999.0,0,8997.0,Card
11802,20240320,17,8,3268,3,695.0,0,2085.0,Card
11803,20240814,9,3,1242,2,1299.0,10,2338.2,Card
11804,20241106,3,3,2048,1,6499.0,15,5524.15,Cash
11805,20231211,14,6,1978,1,1399.0,10,1259.1,Cash
11806,20240703,2,4,913,1,27999.0,10,25199.1,EFT
11807,20230913,18,8,1621,1,549.0,0,549.0,Card
11808,20220531,6,4,4014,2,6299.0,10,11338.2,Cash
11809,20231205,13,2,540,3,2999.0,0,8997.0,Card
11810,20221219,13,3,778,2,2999.0,0,5998.0,Cash
11811,20230421,12,1,3624,3,11499.0,0,34497.0,Card
11812,20221024,8,5,4862,3,2299.0,20,5517.6,Card
11813,20240318,1,1,2983,3,12999.0,0,38997.0,Card
11814,20220424,13,1,3296,2,2999.0,0,5998.0,Cash
11815,20221128,7,2,2141,2,1899.0,5,3608.1,Cash
11816,20221213,11,4,4366,1,8999.0,5,8549.05,Card
11817,20231110,3,6,2668,1,6499.0,15,5524.15,Card
11818,20241204,2,1,4588,1,27999.0,0,27999.0,Card
11819,20241228,4,3,1250,1,11999.0,15,10199.15,Card
11820,20231219,17,1,4224,2,695.0,0,1390.0,Card
11821,20230310,14,5,1653,3,1399.0,0,4197.0,Card
11822,20240620,7,4,1375,1,1899.0,0,1899.0,Card
11823,20231023,11,4,4684,1,8999.0,0,8999.0,Card
11824,20241116,2,8,4416,2,27999.0,20,44798.4,Card
11825,20220418,20,6,4676,3,500.0,0,1500.0,EFT
11826,20240129,11,9,1163,1,8999.0,0,8999.0,Card
11827,20220508,14,6,145,3,1399.0,20,3357.6,Card
11828,20230814,15,5,2717,3,449.0,0,1347.0,Card
11829,20241103,11,8,3815,3,8999.0,0,26997.0,Card
11830,20240818,10,5,1171,3,1599.0,0,4797.0,EFT
11831,20220716,10,7,1759,2,1599.0,0,3198.0,Card
11832,20240812,3,1,766,1,6499.0,0,6499.0,Cash
11833,20240911,6,2,3391,2,6299.0,0,12598.0,Card
11834,20241218,1,4,1197,2,12999.0,0,25998.0,Cash
11835,20240516,5,3,4157,3,1799.0,10,4857.3,Card
11836,20220305,2,2,1089,3,27999.0,0,83997.0,Card
11837,20240408,6,4,2603,2,6299.0,0,12598.0,Card
11838,20240528,16,5,4244,2,295.0,15,501.5,Card
11839,20230215,1,3,3592,2,12999.0,10,23398.2,Cash
11840,20230511,13,3,665,1,2999.0,20,2399.2,Card
11841,20240722,9,2,776,3,1299.0,0,3897.0,Cash
11842,20220202,15,1,2237,5,449.0,0,2245.0,Card
11843,20240607,1,3,2650,1,12999.0,0,12999.0,Cash
11844,20231029,3,2,4388,3,6499.0,0,19497.0,Card
11845,20240416,2,6,1131,1,27999.0,10,25199.1,Cash
11846,20241230,7,9,1697,2,1899.0,10,3418.2,Card
11847,20230605,15,4,2866,4,449.0,10,1616.4,Cash
11848,20241107,11,1,4417,1,8999.0,10,8099.1,Card
11849,20220326,3,2,3385,2,6499.0,0,12998.0,Card
11850,20231102,3,2,3097,3,6499.0,10,17547.3,EFT
11851,20230127,6,4,2281,2,6299.0,0,12598.0,Cash
11852,20230922,4,2,3589,1,11999.0,0,11999.0,Card
11853,20230402,2,4,3714,1,27999.0,0,27999.0,Card
11854,20240208,5,7,1121,2,1799.0,0,3598.0,Card
11855,20220704,17,10,1588,2,695.0,0,1390.0,Cash
11856,20221023,9,10,2397,2,1299.0,0,2598.0,EFT
11857,20241218,16,1,1582,3,295.0,0,885.0,Card
11858,20230327,7,7,3269,1,1899.0,0,1899.0,Card
11859,20230813,20,1,2274,2,500.0,0,1000.0,EFT
11860,20241204,14,1,4125,1,1399.0,0,1399.0,Card
11861,20220423,6,10,4674,3,6299.0,10,17007.3,Card
11862,20240205,2,2,4445,2,27999.0,0,55998.0,Card
11863,20221029,2,3,521,2,27999.0,0,55998.0,Card
11864,20230625,10,4,1934,3,1599.0,10,4317.3,Card
11865,20230930,17,2,1825,1,695.0,10,625.5,EFT
11866,20220329,5,3,1101,1,1799.0,0,1799.0,Cash
11867,20230522,2,5,3849,1,27999.0,10,25199.1,Card
11868,20240415,3,7,1934,3,6499.0,0,19497.0,EFT
11869,20221006,5,1,606,1,1799.0,0,1799.0,EFT
11870,20240607,2,6,2562,2,27999.0,10,50398.2,EFT
11871,20231027,4,8,2935,1,11999.0,5,11399.05,EFT
11872,20240222,7,4,4356,1,1899.0,0,1899.0,Card
11873,20240512,1,4,2295,2,12999.0,15,22098.3,Card
11874,20240513,12,10,44,1,11499.0,0,11499.0,Card
11875,20240515,17,5,319,2,695.0,0,1390.0,Card
11876,20221107,15,5,2998,3,449.0,0,1347.0,Card
11877,20230403,1,4,432,2,12999.0,0,25998.0,Card
11878,20220725,4,10,4147,1,11999.0,0,11999.0,Card
11879,20230725,15,2,3487,5,449.0,0,2245.0,Card
11880,20241204,5,5,3363,2,1799.0,0,3598.0,Cash
11881,20240722,17,5,2766,2,695.0,5,1320.5,Card
11882,20220627,3,2,575,1,6499.0,0,6499.0,Card
11883,20221211,15,6,2205,2,449.0,10,808.2,Card
11884,20221224,9,1,1086,1,1299.0,0,1299.0,Card
11885,20221222,4,5,3138,1,11999.0,20,9599.2,Card
11886,20240820,8,10,4521,3,2299.0,0,6897.0,EFT
11887,20240229,9,8,2551,3,1299.0,15,3312.45,Card
11888,20220916,1,7,1771,3,12999.0,20,31197.6,Card
11889,20240316,1,1,4338,2,12999.0,5,24698.1,Card
11890,20221030,2,3,4200,1,27999.0,20,22399.2,Card
11891,20220424,17,4,921,2,695.0,10,1251.0,EFT
11892,20240821,11,3,710,3,8999.0,20,21597.6,Card
